Country,Year,Month,MonthStart,Region,DealerID,DealerName,DealerRating,MembershipTier,Channel,ProductCategory,UnitsSold,UnitPrice,GrossSales,DiscountRate,DiscountAmount,NetSales
United Kingdom,2023,10,2023-10-01,London,D1004,London Dealer 4,4,Silver,Online,Grocery,360,7.81,2811.6,0.0586,164.65,2646.95
United Kingdom,2023,10,2023-10-01,London,D1004,London Dealer 4,4,Silver,Retail,Beauty,158,17.74,2802.92,0.1016,284.66,2518.26
United Kingdom,2023,10,2023-10-01,London,D1005,London Dealer 5,3,Standard,Wholesale,Electronics,15,229.67,3445.05,0.0274,94.28,3350.77
United Kingdom,2023,10,2023-10-01,London,D1005,London Dealer 5,3,Standard,Retail,Home & Garden,58,71.56,4150.48,0.0149,61.7,4088.78
United Kingdom,2023,10,2023-10-01,London,D1005,London Dealer 5,3,Standard,Online,Clothing,82,30.58,2507.56,0.0157,39.28,2468.28
United Kingdom,2023,10,2023-10-01,South East,D1006,South Dealer 1,3,Standard,Retail,Electronics,32,246.91,7901.12,0.0234,184.9,7716.22
United Kingdom,2023,10,2023-10-01,South East,D1006,South Dealer 1,3,Standard,Wholesale,Home & Garden,60,68.41,4104.6,0.0926,380.16,3724.44
United Kingdom,2023,10,2023-10-01,South East,D1006,South Dealer 1,3,Standard,Retail,Clothing,105,30.74,3227.7,0.0313,101.03,3126.67
United Kingdom,2023,10,2023-10-01,South East,D1006,South Dealer 1,3,Standard,Retail,Sports,68,61.19,4160.92,0.0373,155.27,4005.65
United Kingdom,2023,10,2023-10-01,South East,D1006,South Dealer 1,3,Standard,Online,Grocery,409,7.65,3128.85,0.0315,98.5,3030.35
United Kingdom,2023,10,2023-10-01,South East,D1006,South Dealer 1,3,Standard,Retail,Beauty,149,17.53,2611.97,0.0281,73.43,2538.54
United Kingdom,2023,10,2023-10-01,South East,D1007,South Dealer 2,2,Standard,Online,Electronics,37,230.08,8512.96,0.0628,534.49,7978.47
United Kingdom,2023,10,2023-10-01,South East,D1007,South Dealer 2,2,Standard,Wholesale,Home & Garden,43,67.24,2891.32,0.0234,67.71,2823.61
United Kingdom,2023,10,2023-10-01,South East,D1007,South Dealer 2,2,Standard,Online,Clothing,110,27.66,3042.6,0.0171,52.06,2990.54
United Kingdom,2023,10,2023-10-01,South East,D1007,South Dealer 2,2,Standard,Online,Beauty,106,16.44,1742.64,0.0122,21.25,1721.39
United Kingdom,2023,10,2023-10-01,South East,D1008,South Dealer 3,4,Standard,Retail,Electronics,34,249.65,8488.1,0.0148,126.01,8362.09
United Kingdom,2023,10,2023-10-01,South East,D1008,South Dealer 3,4,Standard,Online,Home & Garden,46,76.74,3530.04,0.1038,366.37,3163.67
United Kingdom,2023,10,2023-10-01,South East,D1008,South Dealer 3,4,Standard,Retail,Sports,45,56.83,2557.35,0.0451,115.45,2441.9
United Kingdom,2023,10,2023-10-01,South East,D1008,South Dealer 3,4,Standard,Online,Beauty,130,17.34,2254.2,0.0468,105.43,2148.77
United Kingdom,2023,10,2023-10-01,South East,D1009,South Dealer 4,3,Silver,Online,Electronics,35,235.56,8244.6,0.0417,344.07,7900.53
United Kingdom,2023,10,2023-10-01,South East,D1009,South Dealer 4,3,Silver,Retail,Home & Garden,62,78.23,4850.26,0.0301,146.14,4704.12
United Kingdom,2023,10,2023-10-01,South East,D1009,South Dealer 4,3,Silver,Retail,Clothing,107,31.62,3383.34,0.0419,141.84,3241.5
United Kingdom,2023,10,2023-10-01,South East,D1009,South Dealer 4,3,Silver,Retail,Sports,65,59.3,3854.5,0.0421,162.18,3692.32
United Kingdom,2023,10,2023-10-01,South East,D1010,South Dealer 5,3,Standard,Retail,Electronics,38,254.55,9672.9,0.0187,180.52,9492.38
United Kingdom,2023,10,2023-10-01,South East,D1010,South Dealer 5,3,Standard,Retail,Home & Garden,45,79.5,3577.5,0.0335,119.79,3457.71
United Kingdom,2023,10,2023-10-01,South East,D1010,South Dealer 5,3,Standard,Retail,Clothing,79,29.81,2354.99,0.0245,57.74,2297.25
United Kingdom,2023,10,2023-10-01,South East,D1010,South Dealer 5,3,Standard,Online,Beauty,139,17.26,2399.14,0.024,57.67,2341.47
United Kingdom,2023,10,2023-10-01,South West,D1011,South Dealer 1,3,Silver,Online,Electronics,28,269.45,7544.6,0.0441,332.53,7212.07
United Kingdom,2023,10,2023-10-01,South West,D1011,South Dealer 1,3,Silver,Online,Home & Garden,48,74.76,3588.48,0.0502,180.05,3408.43
United Kingdom,2023,10,2023-10-01,South West,D1011,South Dealer 1,3,Silver,Wholesale,Clothing,110,29.15,3206.5,0.0407,130.6,3075.9
United Kingdom,2023,10,2023-10-01,South West,D1011,South Dealer 1,3,Silver,Online,Sports,86,58.0,4988.0,0.0352,175.55,4812.45
United Kingdom,2023,10,2023-10-01,South West,D1011,South Dealer 1,3,Silver,Retail,Grocery,386,7.75,2991.5,0.0409,122.32,2869.18
United Kingdom,2023,10,2023-10-01,South West,D1011,South Dealer 1,3,Silver,Wholesale,Beauty,143,15.99,2286.57,0.118,269.89,2016.68
United Kingdom,2023,10,2023-10-01,South West,D1012,South Dealer 2,4,Silver,Online,Home & Garden,78,69.81,5445.18,0.1099,598.31,4846.87
United Kingdom,2023,10,2023-10-01,South West,D1012,South Dealer 2,4,Silver,Wholesale,Clothing,74,28.07,2077.18,0.0418,86.74,1990.44
United Kingdom,2023,10,2023-10-01,South West,D1012,South Dealer 2,4,Silver,Wholesale,Beauty,109,15.78,1720.02,0.0603,103.67,1616.35
United Kingdom,2023,10,2023-10-01,South West,D1013,South Dealer 3,4,Silver,Retail,Electronics,24,243.0,5832.0,0.0546,318.32,5513.68
United Kingdom,2023,10,2023-10-01,South West,D1013,South Dealer 3,4,Silver,Wholesale,Home & Garden,54,61.63,3328.02,0.1117,371.89,2956.13
United Kingdom,2023,10,2023-10-01,South West,D1013,South Dealer 3,4,Silver,Online,Clothing,87,32.13,2795.31,0.0717,200.36,2594.95
United Kingdom,2023,10,2023-10-01,South West,D1013,South Dealer 3,4,Silver,Retail,Sports,70,56.85,3979.5,0.064,254.65,3724.85
United Kingdom,2023,10,2023-10-01,South West,D1014,South Dealer 4,3,Standard,Wholesale,Electronics,35,226.28,7919.8,0.0302,238.91,7680.89
United Kingdom,2023,10,2023-10-01,South West,D1014,South Dealer 4,3,Standard,Retail,Home & Garden,56,75.72,4240.32,0.0096,40.83,4199.49
United Kingdom,2023,10,2023-10-01,South West,D1014,South Dealer 4,3,Standard,Online,Clothing,102,28.4,2896.8,0.008,23.16,2873.64
United Kingdom,2023,10,2023-10-01,South West,D1014,South Dealer 4,3,Standard,Retail,Sports,52,57.74,3002.48,0.0107,32.08,2970.4
United Kingdom,2023,10,2023-10-01,South West,D1014,South Dealer 4,3,Standard,Online,Grocery,504,7.67,3865.68,0.0139,53.57,3812.11
United Kingdom,2023,10,2023-10-01,South West,D1015,South Dealer 5,3,Standard,Retail,Electronics,23,264.55,6084.65,0.0176,106.79,5977.86
United Kingdom,2023,10,2023-10-01,South West,D1015,South Dealer 5,3,Standard,Online,Home & Garden,69,66.14,4563.66,0.0572,261.04,4302.62
United Kingdom,2023,10,2023-10-01,South West,D1015,South Dealer 5,3,Standard,Online,Clothing,68,29.66,2016.88,0.0185,37.22,1979.66
United Kingdom,2023,10,2023-10-01,South West,D1015,South Dealer 5,3,Standard,Retail,Sports,87,58.59,5097.33,0.0173,88.33,5009.0
United Kingdom,2023,10,2023-10-01,South West,D1015,South Dealer 5,3,Standard,Online,Beauty,138,16.72,2307.36,0.0279,64.32,2243.04
United Kingdom,2023,10,2023-10-01,East of England,D1016,East Dealer 1,4,Standard,Wholesale,Electronics,32,226.89,7260.48,0.0172,125.1,7135.38
United Kingdom,2023,10,2023-10-01,East of England,D1016,East Dealer 1,4,Standard,Retail,Home & Garden,100,78.49,7849.0,0.032,251.08,7597.92
United Kingdom,2023,10,2023-10-01,East of England,D1016,East Dealer 1,4,Standard,Wholesale,Clothing,109,29.47,3212.23,0.0161,51.75,3160.48
United Kingdom,2023,10,2023-10-01,East of England,D1016,East Dealer 1,4,Standard,Online,Sports,59,55.8,3292.2,0.0329,108.23,3183.97
United Kingdom,2023,10,2023-10-01,East of England,D1017,East Dealer 2,3,Silver,Wholesale,Electronics,41,229.17,9395.97,0.0702,659.17,8736.8
United Kingdom,2023,10,2023-10-01,East of England,D1017,East Dealer 2,3,Silver,Retail,Clothing,70,31.33,2193.1,0.0407,89.25,2103.85
United Kingdom,2023,10,2023-10-01,East of England,D1017,East Dealer 2,3,Silver,Retail,Sports,56,55.59,3113.04,0.0618,192.34,2920.7
United Kingdom,2023,10,2023-10-01,East of England,D1017,East Dealer 2,3,Silver,Online,Grocery,287,7.78,2232.86,0.0602,134.33,2098.53
United Kingdom,2023,10,2023-10-01,East of England,D1017,East Dealer 2,3,Silver,Wholesale,Beauty,91,16.77,1526.07,0.0426,65.01,1461.06
United Kingdom,2023,10,2023-10-01,East of England,D1018,East Dealer 3,3,Silver,Wholesale,Electronics,28,229.47,6425.16,0.1279,821.66,5603.5
United Kingdom,2023,10,2023-10-01,East of England,D1018,East Dealer 3,3,Silver,Retail,Home & Garden,44,72.46,3188.24,0.0429,136.89,3051.35
United Kingdom,2023,10,2023-10-01,East of England,D1018,East Dealer 3,3,Silver,Online,Clothing,115,30.0,3450.0,0.0587,202.35,3247.65
United Kingdom,2023,10,2023-10-01,East of England,D1018,East Dealer 3,3,Silver,Online,Sports,101,55.68,5623.68,0.0462,259.69,5363.99
United Kingdom,2023,10,2023-10-01,East of England,D1018,East Dealer 3,3,Silver,Online,Grocery,557,8.49,4728.93,0.0505,238.58,4490.35
United Kingdom,2023,10,2023-10-01,East of England,D1019,East Dealer 4,3,Standard,Online,Electronics,45,235.36,10591.2,0.0062,66.01,10525.19
United Kingdom,2023,10,2023-10-01,East of England,D1019,East Dealer 4,3,Standard,Online,Home & Garden,46,71.31,3280.26,0.0221,72.57,3207.69
United Kingdom,2023,10,2023-10-01,East of England,D1019,East Dealer 4,3,Standard,Retail,Clothing,59,31.23,1842.57,0.0053,9.82,1832.75
United Kingdom,2023,10,2023-10-01,East of England,D1019,East Dealer 4,3,Standard,Retail,Grocery,441,8.6,3792.6,0.0266,100.72,3691.88
United Kingdom,2023,10,2023-10-01,East of England,D1019,East Dealer 4,3,Standard,Online,Beauty,88,15.71,1382.48,0.0468,64.68,1317.8
United Kingdom,2023,10,2023-10-01,East of England,D1020,East Dealer 5,4,Silver,Retail,Electronics,53,250.07,13253.71,0.0541,716.37,12537.34
United Kingdom,2023,10,2023-10-01,East of England,D1020,East Dealer 5,4,Silver,Retail,Home & Garden,49,68.01,3332.49,0.0431,143.5,3188.99
United Kingdom,2023,10,2023-10-01,East of England,D1020,East Dealer 5,4,Silver,Retail,Clothing,85,31.61,2686.85,0.0536,144.09,2542.76
United Kingdom,2023,10,2023-10-01,East of England,D1020,East Dealer 5,4,Silver,Retail,Sports,84,56.32,4730.88,0.0683,323.27,4407.61
United Kingdom,2023,10,2023-10-01,East of England,D1020,East Dealer 5,4,Silver,Online,Grocery,465,7.93,3687.45,0.0756,278.82,3408.63
United Kingdom,2023,10,2023-10-01,East of England,D1020,East Dealer 5,4,Silver,Retail,Beauty,146,18.55,2708.3,0.0529,143.38,2564.92
United Kingdom,2023,10,2023-10-01,West Midlands,D1021,West Dealer 1,5,Standard,Retail,Electronics,22,259.84,5716.48,0.0425,243.05,5473.43
United Kingdom,2023,10,2023-10-01,West Midlands,D1022,West Dealer 2,5,Standard,Retail,Sports,88,62.12,5466.56,0.044,240.39,5226.17
United Kingdom,2023,10,2023-10-01,West Midlands,D1022,West Dealer 2,5,Standard,Wholesale,Grocery,461,6.58,3033.38,0.0391,118.47,2914.91
United Kingdom,2023,10,2023-10-01,West Midlands,D1023,West Dealer 3,4,Platinum,Wholesale,Home & Garden,78,66.88,5216.64,0.1289,672.41,4544.23
United Kingdom,2023,10,2023-10-01,West Midlands,D1023,West Dealer 3,4,Platinum,Retail,Clothing,85,31.04,2638.4,0.1273,335.91,2302.49
United Kingdom,2023,10,2023-10-01,West Midlands,D1024,West Dealer 4,4,Gold,Wholesale,Electronics,22,234.05,5149.1,0.0604,310.96,4838.14
United Kingdom,2023,10,2023-10-01,West Midlands,D1024,West Dealer 4,4,Gold,Retail,Clothing,97,33.65,3264.05,0.0907,296.03,2968.02
United Kingdom,2023,10,2023-10-01,West Midlands,D1024,West Dealer 4,4,Gold,Retail,Sports,98,62.15,6090.7,0.1459,888.48,5202.22
United Kingdom,2023,10,2023-10-01,West Midlands,D1024,West Dealer 4,4,Gold,Online,Grocery,474,7.49,3550.26,0.0757,268.9,3281.36
United Kingdom,2023,10,2023-10-01,West Midlands,D1024,West Dealer 4,4,Gold,Online,Beauty,141,18.13,2556.33,0.1499,383.24,2173.09
United Kingdom,2023,10,2023-10-01,West Midlands,D1025,West Dealer 5,3,Standard,Retail,Electronics,33,277.95,9172.35,0.0238,217.89,8954.46
United Kingdom,2023,10,2023-10-01,West Midlands,D1025,West Dealer 5,3,Standard,Retail,Home & Garden,42,76.36,3207.12,0.0128,41.09,3166.03
United Kingdom,2023,10,2023-10-01,West Midlands,D1025,West Dealer 5,3,Standard,Online,Grocery,451,8.14,3671.14,0.0297,109.05,3562.09
United Kingdom,2023,10,2023-10-01,West Midlands,D1025,West Dealer 5,3,Standard,Wholesale,Beauty,114,14.54,1657.56,0.0116,19.23,1638.33
United Kingdom,2023,10,2023-10-01,East Midlands,D1026,East Dealer 1,2,Standard,Online,Electronics,43,242.06,10408.58,0.0143,149.22,10259.36
United Kingdom,2023,10,2023-10-01,East Midlands,D1026,East Dealer 1,2,Standard,Retail,Sports,37,58.75,2173.75,0.009,19.64,2154.11
United Kingdom,2023,10,2023-10-01,East Midlands,D1026,East Dealer 1,2,Standard,Retail,Grocery,325,8.02,2606.5,0.0191,49.75,2556.75
United Kingdom,2023,10,2023-10-01,East Midlands,D1027,East Dealer 2,3,Gold,Online,Home & Garden,53,72.38,3836.14,0.0697,267.55,3568.59
United Kingdom,2023,10,2023-10-01,East Midlands,D1027,East Dealer 2,3,Gold,Online,Clothing,81,32.14,2603.34,0.0868,225.86,2377.48
United Kingdom,2023,10,2023-10-01,East Midlands,D1027,East Dealer 2,3,Gold,Wholesale,Sports,86,50.15,4312.9,0.076,327.78,3985.12
United Kingdom,2023,10,2023-10-01,East Midlands,D1027,East Dealer 2,3,Gold,Wholesale,Grocery,372,6.78,2522.16,0.0715,180.27,2341.89
United Kingdom,2023,10,2023-10-01,East Midlands,D1028,East Dealer 3,3,Silver,Retail,Clothing,105,32.59,3421.95,0.0471,161.2,3260.75
United Kingdom,2023,10,2023-10-01,East Midlands,D1028,East Dealer 3,3,Silver,Retail,Sports,48,56.59,2716.32,0.06,162.97,2553.35
United Kingdom,2023,10,2023-10-01,East Midlands,D1028,East Dealer 3,3,Silver,Retail,Grocery,505,7.89,3984.45,0.038,151.6,3832.85
United Kingdom,2023,10,2023-10-01,East Midlands,D1028,East Dealer 3,3,Silver,Wholesale,Beauty,96,15.37,1475.52,0.0547,80.69,1394.83
United Kingdom,2023,10,2023-10-01,East Midlands,D1029,East Dealer 4,4,Standard,Retail,Electronics,30,266.41,7992.3,0.0139,111.38,7880.92
United Kingdom,2023,10,2023-10-01,East Midlands,D1029,East Dealer 4,4,Standard,Online,Clothing,100,32.38,3238.0,0.0216,69.78,3168.22
United Kingdom,2023,10,2023-10-01,East Midlands,D1029,East Dealer 4,4,Standard,Online,Sports,83,56.12,4657.96,0.0154,71.8,4586.16
United Kingdom,2023,10,2023-10-01,East Midlands,D1030,East Dealer 5,4,Silver,Wholesale,Electronics,22,228.23,5021.06,0.0606,304.52,4716.54
United Kingdom,2023,10,2023-10-01,East Midlands,D1030,East Dealer 5,4,Silver,Online,Sports,81,52.88,4283.28,0.0571,244.63,4038.65
United Kingdom,2023,10,2023-10-01,East Midlands,D1030,East Dealer 5,4,Silver,Online,Beauty,135,19.51,2633.85,0.0482,126.89,2506.96
United Kingdom,2023,10,2023-10-01,North West,D1031,North Dealer 1,3,Gold,Wholesale,Electronics,34,218.33,7423.22,0.0685,508.56,6914.66
United Kingdom,2023,10,2023-10-01,North West,D1031,North Dealer 1,3,Gold,Retail,Home & Garden,61,74.18,4524.98,0.0966,437.25,4087.73
United Kingdom,2023,10,2023-10-01,North West,D1031,North Dealer 1,3,Gold,Online,Grocery,322,8.01,2579.22,0.0818,211.03,2368.19
United Kingdom,2023,10,2023-10-01,North West,D1032,North Dealer 2,3,Standard,Retail,Electronics,28,263.71,7383.88,0.0025,18.54,7365.34
United Kingdom,2023,10,2023-10-01,North West,D1032,North Dealer 2,3,Standard,Wholesale,Home & Garden,50,59.75,2987.5,0.0024,7.09,2980.41
United Kingdom,2023,10,2023-10-01,North West,D1032,North Dealer 2,3,Standard,Retail,Clothing,85,30.12,2560.2,0.0014,3.64,2556.56
United Kingdom,2023,10,2023-10-01,North West,D1032,North Dealer 2,3,Standard,Online,Sports,71,50.36,3575.56,0.0139,49.74,3525.82
United Kingdom,2023,10,2023-10-01,North West,D1033,North Dealer 3,2,Gold,Online,Electronics,28,242.35,6785.8,0.0761,516.47,6269.33
United Kingdom,2023,10,2023-10-01,North West,D1033,North Dealer 3,2,Gold,Retail,Clothing,68,31.5,2142.0,0.065,139.26,2002.74
United Kingdom,2023,10,2023-10-01,North West,D1033,North Dealer 3,2,Gold,Wholesale,Grocery,468,7.09,3318.12,0.0868,287.98,3030.14
United Kingdom,2023,10,2023-10-01,North West,D1033,North Dealer 3,2,Gold,Online,Beauty,125,17.0,2125.0,0.0874,185.82,1939.18
United Kingdom,2023,10,2023-10-01,North West,D1034,North Dealer 4,4,Standard,Wholesale,Electronics,33,218.57,7212.81,0.0322,232.24,6980.57
United Kingdom,2023,10,2023-10-01,North West,D1034,North Dealer 4,4,Standard,Retail,Clothing,84,29.66,2491.44,0.0338,84.28,2407.16
United Kingdom,2023,10,2023-10-01,North West,D1034,North Dealer 4,4,Standard,Retail,Grocery,333,7.61,2534.13,0.0359,90.91,2443.22
United Kingdom,2023,10,2023-10-01,North West,D1034,North Dealer 4,4,Standard,Retail,Beauty,104,18.2,1892.8,0.0128,24.17,1868.63
United Kingdom,2023,10,2023-10-01,North West,D1035,North Dealer 5,5,Standard,Online,Electronics,36,266.29,9586.44,0.0306,293.74,9292.7
United Kingdom,2023,10,2023-10-01,North West,D1035,North Dealer 5,5,Standard,Retail,Home & Garden,45,76.44,3439.8,0.0677,233.0,3206.8
United Kingdom,2023,10,2023-10-01,North West,D1035,North Dealer 5,5,Standard,Retail,Clothing,93,31.12,2894.16,0.0286,82.77,2811.39
United Kingdom,2023,10,2023-10-01,North West,D1035,North Dealer 5,5,Standard,Retail,Sports,90,58.19,5237.1,0.0402,210.61,5026.49
United Kingdom,2023,10,2023-10-01,North West,D1035,North Dealer 5,5,Standard,Online,Beauty,97,16.04,1555.88,0.0329,51.21,1504.67
United Kingdom,2023,10,2023-10-01,North East,D1036,North Dealer 1,3,Silver,Retail,Electronics,18,275.74,4963.32,0.0438,217.62,4745.7
United Kingdom,2023,10,2023-10-01,North East,D1036,North Dealer 1,3,Silver,Retail,Clothing,123,31.19,3836.37,0.1366,523.87,3312.5
United Kingdom,2023,10,2023-10-01,North East,D1036,North Dealer 1,3,Silver,Wholesale,Grocery,434,7.12,3090.08,0.074,228.67,2861.41
United Kingdom,2023,10,2023-10-01,North East,D1036,North Dealer 1,3,Silver,Online,Beauty,103,16.88,1738.64,0.0588,102.28,1636.36
United Kingdom,2023,10,2023-10-01,North East,D1037,North Dealer 2,3,Gold,Wholesale,Home & Garden,38,66.35,2521.3,0.0799,201.58,2319.72
United Kingdom,2023,10,2023-10-01,North East,D1037,North Dealer 2,3,Gold,Wholesale,Beauty,101,15.56,1571.56,0.0788,123.91,1447.65
United Kingdom,2023,10,2023-10-01,North East,D1038,North Dealer 3,4,Silver,Wholesale,Electronics,24,219.99,5279.76,0.0863,455.58,4824.18
United Kingdom,2023,10,2023-10-01,North East,D1038,North Dealer 3,4,Silver,Online,Home & Garden,53,68.57,3634.21,0.0577,209.69,3424.52
United Kingdom,2023,10,2023-10-01,North East,D1038,North Dealer 3,4,Silver,Retail,Sports,94,54.95,5165.3,0.0667,344.63,4820.67
United Kingdom,2023,10,2023-10-01,North East,D1038,North Dealer 3,4,Silver,Online,Grocery,409,7.16,2928.44,0.0663,194.2,2734.24
United Kingdom,2023,10,2023-10-01,North East,D1039,North Dealer 4,5,Gold,Retail,Home & Garden,53,62.64,3319.92,0.0859,285.29,3034.63
United Kingdom,2023,10,2023-10-01,North East,D1039,North Dealer 4,5,Gold,Retail,Clothing,97,32.89,3190.33,0.0872,278.04,2912.29
United Kingdom,2023,10,2023-10-01,North East,D1039,North Dealer 4,5,Gold,Wholesale,Beauty,120,17.6,2112.0,0.0903,190.76,1921.24
United Kingdom,2023,10,2023-10-01,North East,D1040,North Dealer 5,4,Silver,Online,Home & Garden,76,73.28,5569.28,0.0608,338.39,5230.89
United Kingdom,2023,10,2023-10-01,North East,D1040,North Dealer 5,4,Silver,Wholesale,Clothing,93,28.38,2639.34,0.0579,152.7,2486.64
United Kingdom,2023,10,2023-10-01,North East,D1040,North Dealer 5,4,Silver,Retail,Grocery,404,7.67,3098.68,0.0466,144.25,2954.43
United Kingdom,2023,10,2023-10-01,North East,D1040,North Dealer 5,4,Silver,Online,Beauty,164,17.66,2896.24,0.0515,149.26,2746.98
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Wholesale,Electronics,32,222.26,7112.32,0.0488,347.02,6765.3
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Online,Clothing,96,30.36,2914.56,0.0528,153.82,2760.74
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Retail,Sports,31,58.61,1816.91,0.0596,108.36,1708.55
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Online,Grocery,383,7.81,2991.23,0.0492,147.11,2844.12
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Online,Home & Garden,55,73.89,4063.95,0.0639,259.65,3804.3
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Wholesale,Sports,63,56.12,3535.56,0.0494,174.66,3360.9
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Online,Grocery,410,7.7,3157.0,0.0158,50.0,3107.0
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Retail,Beauty,143,17.96,2568.28,0.089,228.48,2339.8
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1043,Yorkshire Dealer 3,2,Standard,Retail,Electronics,28,261.01,7308.28,0.0733,535.76,6772.52
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1043,Yorkshire Dealer 3,2,Standard,Retail,Sports,61,59.18,3609.98,0.007,25.36,3584.62
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1043,Yorkshire Dealer 3,2,Standard,Online,Grocery,545,7.99,4354.55,0.0045,19.55,4335.0
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1044,Yorkshire Dealer 4,4,Silver,Retail,Clothing,92,32.72,3010.24,0.049,147.45,2862.79
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1044,Yorkshire Dealer 4,4,Silver,Online,Grocery,420,8.19,3439.8,0.0596,204.91,3234.89
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Retail,Electronics,29,263.85,7651.65,0.0965,738.29,6913.36
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Online,Home & Garden,54,72.49,3914.46,0.0698,273.36,3641.1
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Retail,Sports,56,51.36,2876.16,0.0871,250.52,2625.64
United Kingdom,2023,10,2023-10-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Retail,Beauty,120,17.93,2151.6,0.0955,205.41,1946.19
United Kingdom,2023,10,2023-10-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Retail,Electronics,41,270.12,11074.92,0.1092,1209.11,9865.81
United Kingdom,2023,10,2023-10-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Retail,Home & Garden,42,72.22,3033.24,0.0928,281.55,2751.69
United Kingdom,2023,10,2023-10-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Online,Sports,71,54.39,3861.69,0.0658,254.23,3607.46
United Kingdom,2023,10,2023-10-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Retail,Grocery,433,7.27,3147.91,0.0849,267.2,2880.71
United Kingdom,2023,10,2023-10-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Wholesale,Beauty,103,14.78,1522.34,0.0732,111.45,1410.89
United Kingdom,2023,10,2023-10-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Online,Home & Garden,43,74.97,3223.71,0.0082,26.5,3197.21
United Kingdom,2023,10,2023-10-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Retail,Clothing,78,31.77,2478.06,0.0183,45.28,2432.78
United Kingdom,2023,10,2023-10-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Online,Grocery,435,7.44,3236.4,0.0321,103.74,3132.66
United Kingdom,2023,10,2023-10-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Wholesale,Beauty,84,16.01,1344.84,0.0357,47.99,1296.85
United Kingdom,2023,10,2023-10-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Retail,Home & Garden,66,80.74,5328.84,0.0249,132.93,5195.91
United Kingdom,2023,10,2023-10-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Wholesale,Sports,76,49.16,3736.16,0.0317,118.45,3617.71
United Kingdom,2023,10,2023-10-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Retail,Grocery,451,8.32,3752.32,0.0367,137.74,3614.58
United Kingdom,2023,10,2023-10-01,Scotland,D1049,Scotland Dealer 4,4,Gold,Online,Electronics,52,254.23,13219.96,0.1248,1649.81,11570.15
United Kingdom,2023,10,2023-10-01,Scotland,D1049,Scotland Dealer 4,4,Gold,Wholesale,Sports,73,49.41,3606.93,0.0883,318.32,3288.61
United Kingdom,2023,10,2023-10-01,Scotland,D1049,Scotland Dealer 4,4,Gold,Wholesale,Beauty,139,15.57,2164.23,0.09,194.81,1969.42
United Kingdom,2023,10,2023-10-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Online,Home & Garden,59,68.47,4039.73,0.091,367.78,3671.95
United Kingdom,2023,10,2023-10-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Clothing,113,31.08,3512.04,0.0748,262.84,3249.2
United Kingdom,2023,10,2023-10-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Online,Sports,125,55.77,6971.25,0.0904,630.05,6341.2
United Kingdom,2023,10,2023-10-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Grocery,395,7.92,3128.4,0.1007,314.9,2813.5
United Kingdom,2023,10,2023-10-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Beauty,141,18.03,2542.23,0.1686,428.61,2113.62
United Kingdom,2023,10,2023-10-01,Wales,D1051,Wales Dealer 1,5,Gold,Online,Electronics,51,259.76,13247.76,0.0922,1221.24,12026.52
